Noun	Region	Condition	Surprisal	ThatFraction	ID	predictability_weight	deletion_rate	autoencoder	lm
truth	V2_0	sing	10.724897384643555	0.010416666666666666	905594621	0.0	0.5	516252642	27553360
truth	V2_1	sing	5.9284868240356445	0.0	905594621	0.0	0.5	516252642	27553360
assessment	V2_0	plur	6.315484523773193	0.006944444444444444	905594621	0.0	0.5	516252642	27553360
assessment	V2_1	plur	6.582967281341553	0.027777777777777776	905594621	0.0	0.5	516252642	27553360
assessment	V2_0	sing	9.846027374267578	0.0	905594621	0.0	0.5	516252642	27553360
assessment	V2_1	sing	6.519030570983887	0.003472222222222222	905594621	0.0	0.5	516252642	27553360
declaration	V2_0	plur	6.48537540435791	0.003472222222222222	905594621	0.0	0.5	516252642	27553360
declaration	V2_1	plur	7.578734397888184	0.010416666666666666	905594621	0.0	0.5	516252642	27553360
declaration	V2_0	sing	9.4112548828125	0.0	905594621	0.0	0.5	516252642	27553360
declaration	V2_1	sing	7.368514060974121	0.0	905594621	0.0	0.5	516252642	27553360
guess	V2_0	plur	4.3487114906311035	0.013888888888888888	905594621	0.0	0.5	516252642	27553360
guess	V2_1	plur	6.567103385925293	0.04861111111111111	905594621	0.0	0.5	516252642	27553360
guess	V2_0	sing	9.214807510375977	0.024305555555555556	905594621	0.0	0.5	516252642	27553360
guess	V2_1	sing	6.077693462371826	0.03125	905594621	0.0	0.5	516252642	27553360
disclosure	V2_0	plur	5.749027252197266	0.0	905594621	0.0	0.5	516252642	27553360
disclosure	V2_1	plur	7.005226135253906	0.0	905594621	0.0	0.5	516252642	27553360
disclosure	V2_0	sing	9.07778549194336	0.0	905594621	0.0	0.5	516252642	27553360
disclosure	V2_1	sing	7.156867027282715	0.003472222222222222	905594621	0.0	0.5	516252642	27553360
remark	V2_0	plur	6.260949611663818	0.04513888888888889	905594621	0.0	0.5	516252642	27553360
remark	V2_1	plur	6.925605297088623	0.10069444444444445	905594621	0.0	0.5	516252642	27553360
remark	V2_0	sing	10.143139839172363	0.027777777777777776	905594621	0.0	0.5	516252642	27553360
remark	V2_1	sing	6.793944358825684	0.017361111111111112	905594621	0.0	0.5	516252642	27553360
confirmation	V2_0	plur	6.139634609222412	0.013888888888888888	905594621	0.0	0.5	516252642	27553360
confirmation	V2_1	plur	7.484156608581543	0.034722222222222224	905594621	0.0	0.5	516252642	27553360
confirmation	V2_0	sing	10.530584335327148	0.024305555555555556	905594621	0.0	0.5	516252642	27553360
confirmation	V2_1	sing	7.576720237731934	0.010416666666666666	905594621	0.0	0.5	516252642	27553360
myth	V2_0	plur	5.894856929779053	0.013888888888888888	905594621	0.0	0.5	516252642	27553360
myth	V2_1	plur	7.021584987640381	0.003472222222222222	905594621	0.0	0.5	516252642	27553360
myth	V2_0	sing	9.972862243652344	0.006944444444444444	905594621	0.0	0.5	516252642	27553360
myth	V2_1	sing	6.666010856628418	0.0	905594621	0.0	0.5	516252642	27553360
news	V2_0	plur	6.103856563568115	0.006944444444444444	905594621	0.0	0.5	516252642	27553360
news	V2_1	plur	7.002018928527832	0.0	905594621	0.0	0.5	516252642	27553360
news	V2_0	sing	10.429122924804688	0.0	905594621	0.0	0.5	516252642	27553360
news	V2_1	sing	6.644401550292969	0.0	905594621	0.0	0.5	516252642	27553360
allegation	V2_0	plur	6.256974220275879	0.11805555555555555	905594621	0.0	0.5	516252642	27553360
allegation	V2_1	plur	7.688907146453857	0.2708333333333333	905594621	0.0	0.5	516252642	27553360
