"Noun"	"RatioSC"	"predictability_weight"	"deletion_rate"	"Surprisal"
"817"	"guess"	-3.76120011572356	0	0.2	5.3745653629303
"818"	"guess"	-3.76120011572356	0	0.3	5.92054216066996
"819"	"guess"	-3.76120011572356	0	0.4	6.77886152267456
"820"	"guess"	-3.76120011572356	0	0.5	7.07368024190267
"821"	"guess"	-3.76120011572356	0	0.6	8.44600157737732
"822"	"guess"	-3.76120011572356	0	0.7	11.1542456150055
"823"	"guess"	-3.76120011572356	0.25	0.1	2.66811084747314
"824"	"guess"	-3.76120011572356	0.25	0.2	5.18099293708801
"825"	"guess"	-3.76120011572356	0.25	0.3	5.28349407513936
"826"	"guess"	-3.76120011572356	0.25	0.4	6.40149846076965
"827"	"guess"	-3.76120011572356	0.25	0.5	6.72531423568726
"828"	"guess"	-3.76120011572356	0.25	0.6	6.78045606613159
"829"	"guess"	-3.76120011572356	0.25	0.7	8.73742071787516
"830"	"guess"	-3.76120011572356	0.5	0.1	3.55043983459473
"831"	"guess"	-3.76120011572356	0.5	0.2	5.15946817398071
"832"	"guess"	-3.76120011572356	0.5	0.3	5.50163288116455
"833"	"guess"	-3.76120011572356	0.5	0.4	6.02803033590317
"834"	"guess"	-3.76120011572356	0.5	0.5	6.45033520460129
"835"	"guess"	-3.76120011572356	0.5	0.6	7.16640812158585
"836"	"guess"	-3.76120011572356	0.5	0.7	7.62519001960754
"837"	"guess"	-3.76120011572356	0.75	0.1	3.6223583817482
"838"	"guess"	-3.76120011572356	0.75	0.2	3.49137204885483
"839"	"guess"	-3.76120011572356	0.75	0.3	4.8196188211441
"840"	"guess"	-3.76120011572356	0.75	0.4	5.66699225561959
"841"	"guess"	-3.76120011572356	0.75	0.5	5.86753752827644
"842"	"guess"	-3.76120011572356	0.75	0.6	6.26573631167412
"843"	"guess"	-3.76120011572356	0.75	0.7	6.87837028503418
"844"	"guess"	-3.76120011572356	1	0.1	4.02831974029541
"845"	"guess"	-3.76120011572356	1	0.2	3.87481600046158
"846"	"guess"	-3.76120011572356	1	0.3	3.91484785931451
"847"	"guess"	-3.76120011572356	1	0.4	4.48510193824768
"848"	"guess"	-3.76120011572356	1	0.5	4.39026306569576
"849"	"guess"	-3.76120011572356	1	0.6	4.96504774689674
"850"	"guess"	-3.76120011572356	1	0.7	6.2961459841047
"851"	"idea"	-2.00788624836211	0	0.2	4.66108322143555
"852"	"idea"	-2.00788624836211	0	0.3	4.90503319104513
"853"	"idea"	-2.00788624836211	0	0.4	5.82055953570775
"854"	"idea"	-2.00788624836211	0	0.5	6.58826577663421
"855"	"idea"	-2.00788624836211	0	0.6	8.47509279251099
"856"	"idea"	-2.00788624836211	0	0.7	11.2194460630417
"857"	"idea"	-2.00788624836211	0.25	0.1	1.86076234777768
"858"	"idea"	-2.00788624836211	0.25	0.2	4.55472598075867
"859"	"idea"	-2.00788624836211	0.25	0.3	3.51854340235392
"860"	"idea"	-2.00788624836211	0.25	0.4	5.04287469387054
"861"	"idea"	-2.00788624836211	0.25	0.5	6.08102879524231
"862"	"idea"	-2.00788624836211	0.25	0.6	5.84287405014038
"863"	"idea"	-2.00788624836211	0.25	0.7	8.44300405184428
"864"	"idea"	-2.00788624836211	0.5	0.1	2.82950332760811
"865"	"idea"	-2.00788624836211	0.5	0.2	4.23289942741394
"866"	"idea"	-2.00788624836211	0.5	0.3	4.85007359981537
"867"	"idea"	-2.00788624836211	0.5	0.4	4.92661762237549
"868"	"idea"	-2.00788624836211	0.5	0.5	6.09108781814575
"869"	"idea"	-2.00788624836211	0.5	0.6	6.87822353839874
"870"	"idea"	-2.00788624836211	0.5	0.7	7.52840280532837
"871"	"idea"	-2.00788624836211	0.75	0.1	2.98514491319656
"872"	"idea"	-2.00788624836211	0.75	0.2	1.857874751091
"873"	"idea"	-2.00788624836211	0.75	0.3	3.55790500342846
"874"	"idea"	-2.00788624836211	0.75	0.4	4.89104783535004
"875"	"idea"	-2.00788624836211	0.75	0.5	5.08938781917095
"876"	"idea"	-2.00788624836211	0.75	0.6	5.7262195199728
"877"	"idea"	-2.00788624836211	0.75	0.7	6.38236439228058
"878"	"idea"	-2.00788624836211	1	0.1	3.37890437841415
"879"	"idea"	-2.00788624836211	1	0.2	3.22225930293401
"880"	"idea"	-2.00788624836211	1	0.3	2.97109173876899
"881"	"idea"	-2.00788624836211	1	0.4	2.97453293204308
"882"	"idea"	-2.00788624836211	1	0.5	3.15832082927227
"883"	"idea"	-2.00788624836211	1	0.6	4.81209695339203
"884"	"idea"	-2.00788624836211	1	0.7	6.55129926545279
"885"	"impression"	-0.817524654093217	0	0.2	4.63953614234924
"886"	"impression"	-0.817524654093217	0	0.3	4.94576406478882
"887"	"impression"	-0.817524654093217	0	0.4	5.77539593832833
"888"	"impression"	-0.817524654093217	0	0.5	6.64481353759765
"889"	"impression"	-0.817524654093217	0	0.6	8.00478849411011
"890"	"impression"	-0.817524654093217	0	0.7	11.2103091478348
"891"	"impression"	-0.817524654093217	0.25	0.1	2.0997507472833
"892"	"impression"	-0.817524654093217	0.25	0.2	4.50604329109192
"893"	"impression"	-0.817524654093217	0.25	0.3	3.88493200143178
"894"	"impression"	-0.817524654093217	0.25	0.4	5.31388962268829
"895"	"impression"	-0.817524654093217	0.25	0.5	5.93314538002014
"896"	"impression"	-0.817524654093217	0.25	0.6	6.34808373451233
"897"	"impression"	-0.817524654093217	0.25	0.7	8.51384321848552
"898"	"impression"	-0.817524654093217	0.5	0.1	2.88549745082855
"899"	"impression"	-0.817524654093217	0.5	0.2	4.12735176086426
"900"	"impression"	-0.817524654093217	0.5	0.3	4.75713958740234
"901"	"impression"	-0.817524654093217	0.5	0.4	4.92531031370163
"902"	"impression"	-0.817524654093217	0.5	0.5	5.68467992544174
"903"	"impression"	-0.817524654093217	0.5	0.6	6.75367057323456
"904"	"impression"	-0.817524654093217	0.5	0.7	7.46167631149292
"905"	"impression"	-0.817524654093217	0.75	0.1	3.14649929106236
"906"	"impression"	-0.817524654093217	0.75	0.2	2.64303767681122
"907"	"impression"	-0.817524654093217	0.75	0.3	3.54883395135403
"908"	"impression"	-0.817524654093217	0.75	0.4	4.78196239471436
"909"	"impression"	-0.817524654093217	0.75	0.5	5.45423109829426
"910"	"impression"	-0.817524654093217	0.75	0.6	5.66347597539425
"911"	"impression"	-0.817524654093217	0.75	0.7	6.48217809200287
"912"	"impression"	-0.817524654093217	1	0.1	3.59144127368927
"913"	"impression"	-0.817524654093217	1	0.2	3.2014309267203
"914"	"impression"	-0.817524654093217	1	0.3	3.17842164635658
"915"	"impression"	-0.817524654093217	1	0.4	3.77829164266586
"916"	"impression"	-0.817524654093217	1	0.5	2.95954424142838
"917"	"impression"	-0.817524654093217	1	0.6	4.84528633952141
"918"	"impression"	-0.817524654093217	1	0.7	6.23182243960244
"919"	"indication"	-2.67571482046427	0	0.2	4.99915492534637
"920"	"indication"	-2.67571482046427	0	0.3	5.03309464454651
"921"	"indication"	-2.67571482046427	0	0.4	6.01427786690848
"922"	"indication"	-2.67571482046427	0	0.5	6.39187452197075
"923"	"indication"	-2.67571482046427	0	0.6	8.76187086105347
"924"	"indication"	-2.67571482046427	0	0.7	11.2381277084351
"925"	"indication"	-2.67571482046427	0.25	0.1	2.20699596405029
"926"	"indication"	-2.67571482046427	0.25	0.2	4.60243353843689
"927"	"indication"	-2.67571482046427	0.25	0.3	4.27093648910522
"928"	"indication"	-2.67571482046427	0.25	0.4	5.49761943817139
"929"	"indication"	-2.67571482046427	0.25	0.5	6.25004189014435
"930"	"indication"	-2.67571482046427	0.25	0.6	5.98171019554138
"931"	"indication"	-2.67571482046427	0.25	0.7	8.38680187861125
"932"	"indication"	-2.67571482046427	0.5	0.1	3.10258981585502
"933"	"indication"	-2.67571482046427	0.5	0.2	4.40733480453491
"934"	"indication"	-2.67571482046427	0.5	0.3	5.0489253282547
"935"	"indication"	-2.67571482046427	0.5	0.4	5.11237353086472
"936"	"indication"	-2.67571482046427	0.5	0.5	5.77133432030678
"937"	"indication"	-2.67571482046427	0.5	0.6	6.86781352758408
"938"	"indication"	-2.67571482046427	0.5	0.7	7.73449845314026
"939"	"indication"	-2.67571482046427	0.75	0.1	3.34974671900272
"940"	"indication"	-2.67571482046427	0.75	0.2	2.40700471401215
"941"	"indication"	-2.67571482046427	0.75	0.3	3.94923159480095
"942"	"indication"	-2.67571482046427	0.75	0.4	4.9890074133873
"943"	"indication"	-2.67571482046427	0.75	0.5	5.28021001815796
"944"	"indication"	-2.67571482046427	0.75	0.6	5.80586455762386
"945"	"indication"	-2.67571482046427	0.75	0.7	6.59981667995453
"946"	"indication"	-2.67571482046427	1	0.1	3.84517335891724
"947"	"indication"	-2.67571482046427	1	0.2	3.23702645301819
"948"	"indication"	-2.67571482046427	1	0.3	3.35961275441306
"949"	"indication"	-2.67571482046427	1	0.4	3.86148977279663
"950"	"indication"	-2.67571482046427	1	0.5	3.48777788877487
"951"	"indication"	-2.67571482046427	1	0.6	4.96885305643082
"952"	"indication"	-2.67571482046427	1	0.7	6.31842819281987
"953"	"information"	-3.72224608673865	0	0.2	4.53535544872284
"954"	"information"	-3.72224608673865	0	0.3	5.01054032643636
"955"	"information"	-3.72224608673865	0	0.4	6.47634717396327
"956"	"information"	-3.72224608673865	0	0.5	7.28304207324982
"957"	"information"	-3.72224608673865	0	0.6	8.5899028301239
"958"	"information"	-3.72224608673865	0	0.7	11.5568515062332
"959"	"information"	-3.72224608673865	0.25	0.1	2.19155190388362
"960"	"information"	-3.72224608673865	0.25	0.2	4.4990748167038
"961"	"information"	-3.72224608673865	0.25	0.3	4.63854193687439
"962"	"information"	-3.72224608673865	0.25	0.4	5.50579302310943
"963"	"information"	-3.72224608673865	0.25	0.5	6.3499951839447
"964"	"information"	-3.72224608673865	0.25	0.6	6.59533166885376
"965"	"information"	-3.72224608673865	0.25	0.7	8.58867112795512
"966"	"information"	-3.72224608673865	0.5	0.1	2.96738544106484
"967"	"information"	-3.72224608673865	0.5	0.2	4.31412017345428
"968"	"information"	-3.72224608673865	0.5	0.3	4.99578342437744
"969"	"information"	-3.72224608673865	0.5	0.4	5.53122553229332
"970"	"information"	-3.72224608673865	0.5	0.5	6.10754799842834
"971"	"information"	-3.72224608673865	0.5	0.6	7.13604015111923
"972"	"information"	-3.72224608673865	0.5	0.7	7.97899017333984
"973"	"information"	-3.72224608673865	0.75	0.1	3.29969744384289
"974"	"information"	-3.72224608673865	0.75	0.2	2.42646473646164
"975"	"information"	-3.72224608673865	0.75	0.3	4.21709777414799
"976"	"information"	-3.72224608673865	0.75	0.4	5.33137243134635
"977"	"information"	-3.72224608673865	0.75	0.5	5.78824059665203
"978"	"information"	-3.72224608673865	0.75	0.6	6.25329801440239
"979"	"information"	-3.72224608673865	0.75	0.7	6.9314147233963
"980"	"information"	-3.72224608673865	1	0.1	3.45465568304062
"981"	"information"	-3.72224608673865	1	0.2	3.21708702047666
"982"	"information"	-3.72224608673865	1	0.3	3.45575155530657
"983"	"information"	-3.72224608673865	1	0.4	4.29865059256554
"984"	"information"	-3.72224608673865	1	0.5	3.48881334066391
"985"	"information"	-3.72224608673865	1	0.6	5.08479979634285
"986"	"information"	-3.72224608673865	1	0.7	6.38869479724339
"987"	"insinuation"	-1.33702331212363	0	0.2	5.74534499645233
"988"	"insinuation"	-1.33702331212363	0	0.3	5.97813582420349
"989"	"insinuation"	-1.33702331212363	0	0.4	7.29544183186122
"990"	"insinuation"	-1.33702331212363	0	0.5	7.87327353159586
"991"	"insinuation"	-1.33702331212363	0	0.6	8.94976267814636
"992"	"insinuation"	-1.33702331212363	0	0.7	11.5161073207855
"993"	"insinuation"	-1.33702331212363	0.25	0.1	3.3537545800209
"994"	"insinuation"	-1.33702331212363	0.25	0.2	5.54453625679016
"995"	"insinuation"	-1.33702331212363	0.25	0.3	5.87327591578166
"996"	"insinuation"	-1.33702331212363	0.25	0.4	6.72607817649842
"997"	"insinuation"	-1.33702331212363	0.25	0.5	6.97688112258911
"998"	"insinuation"	-1.33702331212363	0.25	0.6	7.47429895401001
"999"	"insinuation"	-1.33702331212363	0.25	0.7	8.65984280904134
"1000"	"insinuation"	-1.33702331212363	0.5	0.1	3.96829843521118
"1001"	"insinuation"	-1.33702331212363	0.5	0.2	5.38343834877014
"1002"	"insinuation"	-1.33702331212363	0.5	0.3	6.11284589767456
"1003"	"insinuation"	-1.33702331212363	0.5	0.4	6.19170993566513
"1004"	"insinuation"	-1.33702331212363	0.5	0.5	7.27678382396698
"1005"	"insinuation"	-1.33702331212363	0.5	0.6	7.27979701757431
"1006"	"insinuation"	-1.33702331212363	0.5	0.7	8.22243580818176
"1007"	"insinuation"	-1.33702331212363	0.75	0.1	4.14229202270508
"1008"	"insinuation"	-1.33702331212363	0.75	0.2	3.60563683509827
"1009"	"insinuation"	-1.33702331212363	0.75	0.3	4.84009888768196
"1010"	"insinuation"	-1.33702331212363	0.75	0.4	5.94848448889596
"1011"	"insinuation"	-1.33702331212363	0.75	0.5	6.22364297509194
"1012"	"insinuation"	-1.33702331212363	0.75	0.6	6.61427487432957
"1013"	"insinuation"	-1.33702331212363	0.75	0.7	7.13201069831848
"1014"	"insinuation"	-1.33702331212363	1	0.1	4.61634509563446
"1015"	"insinuation"	-1.33702331212363	1	0.2	4.42139846086502
"1016"	"insinuation"	-1.33702331212363	1	0.3	4.52237922804696
"1017"	"insinuation"	-1.33702331212363	1	0.4	4.60008311271667
"1018"	"insinuation"	-1.33702331212363	1	0.5	4.66113048791885
"1019"	"insinuation"	-1.33702331212363	1	0.6	5.15922835469246
"1020"	"insinuation"	-1.33702331212363	1	0.7	6.25443736144475
"1021"	"intuition"	-1.5946956307094	0	0.2	4.97272503376007
"1022"	"intuition"	-1.5946956307094	0	0.3	5.8764062722524
"1023"	"intuition"	-1.5946956307094	0	0.4	6.59151921953474
"1024"	"intuition"	-1.5946956307094	0	0.5	7.45542399088542
"1025"	"intuition"	-1.5946956307094	0	0.6	8.68715000152587
"1026"	"intuition"	-1.5946956307094	0	0.7	11.3958157300949
"1027"	"intuition"	-1.5946956307094	0.25	0.1	2.42779456575711
"1028"	"intuition"	-1.5946956307094	0.25	0.2	4.85329213142395
"1029"	"intuition"	-1.5946956307094	0.25	0.3	4.51169200738271
"1030"	"intuition"	-1.5946956307094	0.25	0.4	5.90435829162598
"1031"	"intuition"	-1.5946956307094	0.25	0.5	6.57625379562378
"1032"	"intuition"	-1.5946956307094	0.25	0.6	6.00954866409301
"1033"	"intuition"	-1.5946956307094	0.25	0.7	8.66207091013591
"1034"	"intuition"	-1.5946956307094	0.5	0.1	3.12881410121918
"1035"	"intuition"	-1.5946956307094	0.5	0.2	4.14641642570496
"1036"	"intuition"	-1.5946956307094	0.5	0.3	5.08508894443512
"1037"	"intuition"	-1.5946956307094	0.5	0.4	5.71834602952003
"1038"	"intuition"	-1.5946956307094	0.5	0.5	6.17260998487472
"1039"	"intuition"	-1.5946956307094	0.5	0.6	6.89021015167236
"1040"	"intuition"	-1.5946956307094	0.5	0.7	8.06115975379944
"1041"	"intuition"	-1.5946956307094	0.75	0.1	3.18966571986675
"1042"	"intuition"	-1.5946956307094	0.75	0.2	2.87345468997955
"1043"	"intuition"	-1.5946956307094	0.75	0.3	4.02192449569702
"1044"	"intuition"	-1.5946956307094	0.75	0.4	5.20860026563917
"1045"	"intuition"	-1.5946956307094	0.75	0.5	5.67470440268517
"1046"	"intuition"	-1.5946956307094	0.75	0.6	6.17550899088383
"1047"	"intuition"	-1.5946956307094	0.75	0.7	6.78426802158356
"1048"	"intuition"	-1.5946956307094	1	0.1	3.69637455940247
"1049"	"intuition"	-1.5946956307094	1	0.2	3.34757892290751
"1050"	"intuition"	-1.5946956307094	1	0.3	3.54874535969325
"1051"	"intuition"	-1.5946956307094	1	0.4	3.56667536497116
"1052"	"intuition"	-1.5946956307094	1	0.5	3.76073618233204
"1053"	"intuition"	-1.5946956307094	1	0.6	4.93708997964859
"1054"	"intuition"	-1.5946956307094	1	0.7	6.35047090053558
"1055"	"message"	-2.77919934291051	0	0.2	4.54587024450302
"1056"	"message"	-2.77919934291051	0	0.3	5.14361834526062
"1057"	"message"	-2.77919934291051	0	0.4	5.88986086845398
"1058"	"message"	-2.77919934291051	0	0.5	6.36445307731628
"1059"	"message"	-2.77919934291051	0	0.6	8.39149656295776
"1060"	"message"	-2.77919934291051	0	0.7	11.2606593370438
"1061"	"message"	-2.77919934291051	0.25	0.1	1.9611269235611
"1062"	"message"	-2.77919934291051	0.25	0.2	4.39641683101654
"1063"	"message"	-2.77919934291051	0.25	0.3	4.18786497910817
"1064"	"message"	-2.77919934291051	0.25	0.4	5.43373889923096
"1065"	"message"	-2.77919934291051	0.25	0.5	5.96972484588623
"1066"	"message"	-2.77919934291051	0.25	0.6	6.19226932525635
"1067"	"message"	-2.77919934291051	0.25	0.7	8.79485297203064
"1068"	"message"	-2.77919934291051	0.5	0.1	2.98136970400811
"1069"	"message"	-2.77919934291051	0.5	0.2	4.1096533536911
"1070"	"message"	-2.77919934291051	0.5	0.3	4.80805201530457
"1071"	"message"	-2.77919934291051	0.5	0.4	5.0519340634346
"1072"	"message"	-2.77919934291051	0.5	0.5	6.23751813173294
"1073"	"message"	-2.77919934291051	0.5	0.6	6.85489302873611
"1074"	"message"	-2.77919934291051	0.5	0.7	7.71982131004333
"1075"	"message"	-2.77919934291051	0.75	0.1	2.9418077468872
"1076"	"message"	-2.77919934291051	0.75	0.2	2.54722267389297
"1077"	"message"	-2.77919934291051	0.75	0.3	3.86086159944534
"1078"	"message"	-2.77919934291051	0.75	0.4	5.15875879355839
"1079"	"message"	-2.77919934291051	0.75	0.5	5.45888498425484
"1080"	"message"	-2.77919934291051	0.75	0.6	5.91425983607769
"1081"	"message"	-2.77919934291051	0.75	0.7	6.596435546875
"1082"	"message"	-2.77919934291051	1	0.1	3.24086529016495
"1083"	"message"	-2.77919934291051	1	0.2	3.12043102582296
"1084"	"message"	-2.77919934291051	1	0.3	3.18733385205269
"1085"	"message"	-2.77919934291051	1	0.4	3.92091989517212
"1086"	"message"	-2.77919934291051	1	0.5	3.28653244674206
"1087"	"message"	-2.77919934291051	1	0.6	4.85945188999176
"1088"	"message"	-2.77919934291051	1	0.7	6.32876070908138
"1089"	"myth"	-3.4161018989207	0	0.2	4.94380533695221
"1090"	"myth"	-3.4161018989207	0	0.3	5.25704455375671
"1091"	"myth"	-3.4161018989207	0	0.4	6.13494546072824
"1092"	"myth"	-3.4161018989207	0	0.5	7.22400492429733
"1093"	"myth"	-3.4161018989207	0	0.6	8.64863514900208
"1094"	"myth"	-3.4161018989207	0	0.7	11.3687921762467
"1095"	"myth"	-3.4161018989207	0.25	0.1	2.28509023785591
"1096"	"myth"	-3.4161018989207	0.25	0.2	4.84263353347778
"1097"	"myth"	-3.4161018989207	0.25	0.3	4.47644209861755
"1098"	"myth"	-3.4161018989207	0.25	0.4	5.65548729896545
"1099"	"myth"	-3.4161018989207	0.25	0.5	6.37552862167358
"1100"	"myth"	-3.4161018989207	0.25	0.6	6.7538001537323
"1101"	"myth"	-3.4161018989207	0.25	0.7	8.71063017845154
"1102"	"myth"	-3.4161018989207	0.5	0.1	3.1800702214241
"1103"	"myth"	-3.4161018989207	0.5	0.2	4.29341650009155
"1104"	"myth"	-3.4161018989207	0.5	0.3	5.06662464141846
"1105"	"myth"	-3.4161018989207	0.5	0.4	5.372249096632
"1106"	"myth"	-3.4161018989207	0.5	0.5	6.19243282079697
"1107"	"myth"	-3.4161018989207	0.5	0.6	7.07212460041046
"1108"	"myth"	-3.4161018989207	0.5	0.7	7.75861177444458
"1109"	"myth"	-3.4161018989207	0.75	0.1	3.21679259836674
"1110"	"myth"	-3.4161018989207	0.75	0.2	2.61616933345795
"1111"	"myth"	-3.4161018989207	0.75	0.3	3.8150155544281
"1112"	"myth"	-3.4161018989207	0.75	0.4	5.4555413382394
"1113"	"myth"	-3.4161018989207	0.75	0.5	5.52446889877319
"1114"	"myth"	-3.4161018989207	0.75	0.6	6.35915510356426
"1115"	"myth"	-3.4161018989207	0.75	0.7	6.79502701759339
"1116"	"myth"	-3.4161018989207	1	0.1	3.71194671392441
"1117"	"myth"	-3.4161018989207	1	0.2	3.36784552534421
"1118"	"myth"	-3.4161018989207	1	0.3	3.39707736458097
"1119"	"myth"	-3.4161018989207	1	0.4	3.81864947080612
"1120"	"myth"	-3.4161018989207	1	0.5	3.49337339401245
"1121"	"myth"	-3.4161018989207	1	0.6	4.93760378658772
"1122"	"myth"	-3.4161018989207	1	0.7	6.37255488123213
"1123"	"news"	-3.28143302238287	0	0.2	5.26559841632843
"1124"	"news"	-3.28143302238287	0	0.3	5.48685344060262
"1125"	"news"	-3.28143302238287	0	0.4	6.78906866482326
"1126"	"news"	-3.28143302238287	0	0.5	7.10075843334198
"1127"	"news"	-3.28143302238287	0	0.6	8.35788717269897
"1128"	"news"	-3.28143302238287	0	0.7	11.3457878828049
"1129"	"news"	-3.28143302238287	0.25	0.1	2.94143188993136
"1130"	"news"	-3.28143302238287	0.25	0.2	4.8665846824646
"1131"	"news"	-3.28143302238287	0.25	0.3	4.82578416665395
"1132"	"news"	-3.28143302238287	0.25	0.4	6.20828666687012
"1133"	"news"	-3.28143302238287	0.25	0.5	6.86415252685547
"1134"	"news"	-3.28143302238287	0.25	0.6	6.70848822593689
"1135"	"news"	-3.28143302238287	0.25	0.7	8.5076007048289
"1136"	"news"	-3.28143302238287	0.5	0.1	3.62668561935425
"1137"	"news"	-3.28143302238287	0.5	0.2	4.35989379882812
"1138"	"news"	-3.28143302238287	0.5	0.3	5.4644193649292
"1139"	"news"	-3.28143302238287	0.5	0.4	6.18126985430717
"1140"	"news"	-3.28143302238287	0.5	0.5	6.65899270772934
"1141"	"news"	-3.28143302238287	0.5	0.6	7.48052537441254
"1142"	"news"	-3.28143302238287	0.5	0.7	7.94682936668396
"1143"	"news"	-3.28143302238287	0.75	0.1	3.62765094637871
"1144"	"news"	-3.28143302238287	0.75	0.2	3.10597074031829
"1145"	"news"	-3.28143302238287	0.75	0.3	4.4542071223259
"1146"	"news"	-3.28143302238287	0.75	0.4	5.69975936412811
"1147"	"news"	-3.28143302238287	0.75	0.5	5.68276742100716
"1148"	"news"	-3.28143302238287	0.75	0.6	6.47458654642105
"1149"	"news"	-3.28143302238287	0.75	0.7	7.21360611915588
"1150"	"news"	-3.28143302238287	1	0.1	3.92391984462738
"1151"	"news"	-3.28143302238287	1	0.2	3.87513506412506
"1152"	"news"	-3.28143302238287	1	0.3	3.84267792531422
"1153"	"news"	-3.28143302238287	1	0.4	3.89960283041
"1154"	"news"	-3.28143302238287	1	0.5	3.79241380095482
"1155"	"news"	-3.28143302238287	1	0.6	5.1294532418251
"1156"	"news"	-3.28143302238287	1	0.7	6.44479818003518
"1157"	"notion"	-1.29617238686976	0	0.2	4.65905177593231
"1158"	"notion"	-1.29617238686976	0	0.3	4.62631134192149
"1159"	"notion"	-1.29617238686976	0	0.4	5.61417215211051
"1160"	"notion"	-1.29617238686976	0	0.5	6.41344626744588
"1161"	"notion"	-1.29617238686976	0	0.6	8.34281854629516
"1162"	"notion"	-1.29617238686976	0	0.7	11.2071206569672
"1163"	"notion"	-1.29617238686976	0.25	0.1	2.05563530325889
"1164"	"notion"	-1.29617238686976	0.25	0.2	4.39322094917297
"1165"	"notion"	-1.29617238686976	0.25	0.3	3.81730878353119
"1166"	"notion"	-1.29617238686976	0.25	0.4	5.27596809864044
"1167"	"notion"	-1.29617238686976	0.25	0.5	5.94384167194367
"1168"	"notion"	-1.29617238686976	0.25	0.6	5.98918342590332
"1169"	"notion"	-1.29617238686976	0.25	0.7	8.46666892369588
"1170"	"notion"	-1.29617238686976	0.5	0.1	2.96040731668472
"1171"	"notion"	-1.29617238686976	0.5	0.2	4.01140415668488
"1172"	"notion"	-1.29617238686976	0.5	0.3	4.7570116519928
"1173"	"notion"	-1.29617238686976	0.5	0.4	5.06683421134949
"1174"	"notion"	-1.29617238686976	0.5	0.5	5.7925997376442
"1175"	"notion"	-1.29617238686976	0.5	0.6	6.69240248203278
"1176"	"notion"	-1.29617238686976	0.5	0.7	7.66277251243591
"1177"	"notion"	-1.29617238686976	0.75	0.1	2.99848145246506
"1178"	"notion"	-1.29617238686976	0.75	0.2	1.87366378307343
"1179"	"notion"	-1.29617238686976	0.75	0.3	3.41611026227474
"1180"	"notion"	-1.29617238686976	0.75	0.4	4.8032408782414
"1181"	"notion"	-1.29617238686976	0.75	0.5	5.18935644626617
"1182"	"notion"	-1.29617238686976	0.75	0.6	5.85500468313694
"1183"	"notion"	-1.29617238686976	0.75	0.7	6.70329082012177
"1184"	"notion"	-1.29617238686976	1	0.1	3.51027818918228
"1185"	"notion"	-1.29617238686976	1	0.2	3.25340002775192
"1186"	"notion"	-1.29617238686976	1	0.3	3.07413282564708
"1187"	"notion"	-1.29617238686976	1	0.4	3.6019018292427
"1188"	"notion"	-1.29617238686976	1	0.5	3.25334306061268
"1189"	"notion"	-1.29617238686976	1	0.6	4.7963075786829
"1190"	"notion"	-1.29617238686976	1	0.7	6.33614027500152
"1191"	"observation"	-1.68374921928973	0	0.2	4.93323945999146
"1192"	"observation"	-1.68374921928973	0	0.3	5.53531726201375
"1193"	"observation"	-1.68374921928973	0	0.4	6.04881235531398
"1194"	"observation"	-1.68374921928973	0	0.5	7.17395663261413
"1195"	"observation"	-1.68374921928973	0	0.6	8.85942821502686
"1196"	"observation"	-1.68374921928973	0	0.7	11.5815241336823
"1197"	"observation"	-1.68374921928973	0.25	0.1	2.66220248738925
"1198"	"observation"	-1.68374921928973	0.25	0.2	5.01724452972412
"1199"	"observation"	-1.68374921928973	0.25	0.3	4.47676289081573
"1200"	"observation"	-1.68374921928973	0.25	0.4	5.91411833763123
"1201"	"observation"	-1.68374921928973	0.25	0.5	6.74628872871399
"1202"	"observation"	-1.68374921928973	0.25	0.6	6.75804853439331
"1203"	"observation"	-1.68374921928973	0.25	0.7	8.60847973823547
"1204"	"observation"	-1.68374921928973	0.5	0.1	3.41812327504158
"1205"	"observation"	-1.68374921928973	0.5	0.2	4.67842698097229
"1206"	"observation"	-1.68374921928973	0.5	0.3	5.17619981765747
"1207"	"observation"	-1.68374921928973	0.5	0.4	5.75673443078995
"1208"	"observation"	-1.68374921928973	0.5	0.5	6.59444206953049
"1209"	"observation"	-1.68374921928973	0.5	0.6	7.08215147256851
"1210"	"observation"	-1.68374921928973	0.5	0.7	8.04403390884399
"1211"	"observation"	-1.68374921928973	0.75	0.1	3.62477906048298
"1212"	"observation"	-1.68374921928973	0.75	0.2	2.82238459587097
"1213"	"observation"	-1.68374921928973	0.75	0.3	4.04808530211449
"1214"	"observation"	-1.68374921928973	0.75	0.4	5.35660004615784
"1215"	"observation"	-1.68374921928973	0.75	0.5	5.71404401957989
"1216"	"observation"	-1.68374921928973	0.75	0.6	6.25741045176983
"1217"	"observation"	-1.68374921928973	0.75	0.7	6.92628049850464
"1218"	"observation"	-1.68374921928973	1	0.1	4.05208873748779
"1219"	"observation"	-1.68374921928973	1	0.2	3.5487973690033
"1220"	"observation"	-1.68374921928973	1	0.3	3.67219616685595
"1221"	"observation"	-1.68374921928973	1	0.4	4.04724395275116
"1222"	"observation"	-1.68374921928973	1	0.5	3.81206226348877
"1223"	"observation"	-1.68374921928973	1	0.6	4.99202711880207
"1224"	"observation"	-1.68374921928973	1	0.7	6.38523634842464
"1225"	"opinion"	-1.2514211066886	0	0.2	4.74497652053833
"1226"	"opinion"	-1.2514211066886	0	0.3	5.16205938657125
"1227"	"opinion"	-1.2514211066886	0	0.4	5.90982934406825
"1228"	"opinion"	-1.2514211066886	0	0.5	6.61527216434479
"1229"	"opinion"	-1.2514211066886	0	0.6	8.42820725440979
