RowNames	"(Intercept)"	"HasRC.C"	"compatible.C"	"True_Minus_False.C"	"HasRC.C:compatible.C"	"HasRC.C:True_Minus_False.C"	"item"
"victim_criminal"	15.4959048381226	-0.22672012578615	-0.805354633323104	-0.00120581205505904	-0.214995077932733	-0.0411377930389262	"victim_criminal"
"violinist_sponsors"	3.56428504683656	-0.22672012578615	0.0727102244730989	-0.00120581205505904	-0.214995077932733	-0.0411377930389262	"violinist_sponsors"
"actor_fans"	10.8461488078379	-0.22672012578615	-0.384237086731818	-0.00120581205505904	-0.214995077932733	-0.0411377930389262	"actor_fans"
"agent_fbi"	4.93368165491497	-0.22672012578615	3.49611620822285	-0.00120581205505904	-0.214995077932733	-0.0411377930389262	"agent_fbi"
"banker_analyst"	10.8808209247258	-0.22672012578615	0.817567057891351	-0.00120581205505904	-0.214995077932733	-0.0411377930389262	"banker_analyst"
"bully_children"	3.82010070625497	-0.22672012578615	0.045152882144341	-0.00120581205505904	-0.214995077932733	-0.0411377930389262	"bully_children"
"businessman_sponsor"	7.89603898712215	-0.22672012578615	1.47829122557248	-0.00120581205505904	-0.214995077932733	-0.0411377930389262	"businessman_sponsor"
"captain_crew"	6.61250848998573	-0.22672012578615	3.17098776031408	-0.00120581205505904	-0.214995077932733	-0.0411377930389262	"captain_crew"
"criminal_stranger"	8.0457474642295	-0.22672012578615	0.217915497659534	-0.00120581205505904	-0.214995077932733	-0.0411377930389262	"criminal_stranger"
"customer_vendor"	4.37666648682414	-0.22672012578615	0.0225245023477489	-0.00120581205505904	-0.214995077932733	-0.0411377930389262	"customer_vendor"
"doctor_colleague"	7.96265671930269	-0.22672012578615	-0.119778682463026	-0.00120581205505904	-0.214995077932733	-0.0411377930389262	"doctor_colleague"
"driver_guide"	4.53351307661782	-0.22672012578615	-2.65939918224422	-0.00120581205505904	-0.214995077932733	-0.0411377930389262	"driver_guide"
"fiancé_author"	6.88402761478367	-0.22672012578615	1.12410874900158	-0.00120581205505904	-0.214995077932733	-0.0411377930389262	"fiancé_author"
"firefighter_neighbor"	10.478295257705	-0.22672012578615	1.31782528266877	-0.00120581205505904	-0.214995077932733	-0.0411377930389262	"firefighter_neighbor"
"fisherman_gardener"	3.835773398907	-0.22672012578615	-0.133506605396175	-0.00120581205505904	-0.214995077932733	-0.0411377930389262	"fisherman_gardener"
"guest_cousin"	14.8843193027758	-0.22672012578615	-2.63917138237497	-0.00120581205505904	-0.214995077932733	-0.0411377930389262	"guest_cousin"
"guest_thug"	11.3566020403786	-0.22672012578615	-2.69179123588396	-0.00120581205505904	-0.214995077932733	-0.0411377930389262	"guest_thug"
"investor_scientist"	13.7786799106298	-0.22672012578615	-0.124304617487991	-0.00120581205505904	-0.214995077932733	-0.0411377930389262	"investor_scientist"
"janitor_organizer"	3.93171999763785	-0.22672012578615	0.0138505795382743	-0.00120581205505904	-0.214995077932733	-0.0411377930389262	"janitor_organizer"
"judge_attorney"	3.31804831618631	-0.22672012578615	0.441969263612684	-0.00120581205505904	-0.214995077932733	-0.0411377930389262	"judge_attorney"
"lifeguard_soldier"	14.3408314056284	-0.22672012578615	1.75177320689547	-0.00120581205505904	-0.214995077932733	-0.0411377930389262	"lifeguard_soldier"
"manager_boss"	10.6172692883279	-0.22672012578615	0.197750234604441	-0.00120581205505904	-0.214995077932733	-0.0411377930389262	"manager_boss"
"medic_survivor"	8.33927911891951	-0.22672012578615	0.20040538690739	-0.00120581205505904	-0.214995077932733	-0.0411377930389262	"medic_survivor"
"pediatrician_receptionist"	11.6787549493775	-0.22672012578615	0.301725754075225	-0.00120581205505904	-0.214995077932733	-0.0411377930389262	"pediatrician_receptionist"
"plaintiff_jury"	8.73451157706076	-0.22672012578615	0.403260836776055	-0.00120581205505904	-0.214995077932733	-0.0411377930389262	"plaintiff_jury"
"plumber_apprentice"	3.58557646691053	-0.22672012578615	-0.100813655513193	-0.00120581205505904	-0.214995077932733	-0.0411377930389262	"plumber_apprentice"
"president_farmer"	8.95372549506031	-0.22672012578615	-0.404237875993307	-0.00120581205505904	-0.214995077932733	-0.0411377930389262	"president_farmer"
"psychiatrist_nurse"	11.920248972433	-0.22672012578615	-2.19663207092684	-0.00120581205505904	-0.214995077932733	-0.0411377930389262	"psychiatrist_nurse"
"senator_diplomat"	11.4062268330565	-0.22672012578615	2.11771702892019	-0.00120581205505904	-0.214995077932733	-0.0411377930389262	"senator_diplomat"
"sponsor_musician"	11.1864098548137	-0.22672012578615	1.4988273078346	-0.00120581205505904	-0.214995077932733	-0.0411377930389262	"sponsor_musician"
"teacher_principal"	4.0643071881679	-0.22672012578615	0.0236183729938732	-0.00120581205505904	-0.214995077932733	-0.0411377930389262	"teacher_principal"
"thief_detective"	11.4006615798831	-0.22672012578615	-1.22960476778622	-0.00120581205505904	-0.214995077932733	-0.0411377930389262	"thief_detective"
"vendor_salesman"	12.5589154362022	-0.22672012578615	2.04460705352827	-0.00120581205505904	-0.214995077932733	-0.0411377930389262	"vendor_salesman"
"victim_swimmer"	10.2340090966204	-0.22672012578615	-1.97706205905031	-0.00120581205505904	-0.214995077932733	-0.0411377930389262	"victim_swimmer"
